wallet_address,total_pnl_usd,winrate,total_trades,roi_percentage,avg_trade_size,total_volume,consistency_score,token_metrics,risk_metrics,last_updated
Bec73fLCQyFajQMmA5C9h4Nk9UehwUVx8rVNFV7U3f7Q,38040.598,68.333336,300,32.748833,211.9265,72518.71,0,[],{},2024-11-17 01:03:20.000000
9nNxZ2wWkj46cruV3UA8vTNyJP3arvwDjcdYvAez6BxR,567517.7,99.73545,756,59614.66,0.2149,92562.19,0,[],{},2024-11-17 01:03:28.000000
4xwwWfwVd4viHL7TFXHQAujbPxJHsLsbhxVV3Su6tNM5,12326.24,64.40678,354,42.421917,54.8113,24106.03,0,[],{},2024-11-17 01:07:33.000000
poQnHduYzcCnULbH8dsmoVHfqxrowH3KQUQuUdHYBuN,3041.6667,78.181816,55,33.617714,75.6709,18192.91,0,[],{},2024-11-17 01:08:03.000000
74BkbxHX28w446LFZZoXyp29TNZXPWN9RvZusZwHtx2a,31279.395,78.65169,89,167.51256,4.6479,30205.35,0,[],{},2024-11-17 01:09:55.000000
44tN5eHE8GdqQjxio9ywPNQ5jPpWKCLxp5K4UkKBwz6M,70397.1,84.745766,118,175.28986,191.8253,104084.69,0,[],{},2024-11-17 01:12:23.000000
FFWrkHh6dZRmv842RPztv7hTEr93wLxKb7Sjk1cxrxph,18926.715,69.69697,33,102.06665,280.95938,56013.35,0,[],{},2024-11-17 01:12:58.000000
HfGBddKSREgsWA8RzBuyuwPWzNyEpAHbZFJsc9tMdkv5,6226.484,100.0,48,241.3408,21.43802,9083.68,0,[],{},2024-11-17 01:13:01.000000
AQ3DMcdUHAcHKoNYDozY1daB8BPjzAK4vgQdnCvUmGfR,4631.382,65.789474,38,30.336058,194.37013,34025.58,0,[],{},2024-11-17 01:13:07.000000
AxjNHHdipqy2bBVuq4Rfz7qZQSparoxwgV8rwkruTPTH,344.7419,72.22222,54,47.624325,4.8555,1320.34,0,[],{},2024-11-17 01:16:26.000000
G56hQ8W2ZoMfuQPNmivn72tDKh9TjhfyDZf4j8PB113z,1234.642,70.0,30,53.973225,34.8015,5303.27,0,[],{},2024-11-17 01:17:31.000000
CUU14F3akb3XEHsLuXF9Np6HMC5g9j4G9bxt1T88xeQ5,3103.004,60.714287,56,57.600338,82.8433,20244.89,0,[],{},2024-11-17 01:19:44.000000
AZVSMivdUcaXMmqXaTnQYmYtXr9SDyLEgnUJ4gz1y8cG,2125.5664,93.61702,47,53.984287,30.45415,7270.9,0,[],{},2024-11-17 01:22:40.000000
7vGEpFdzF6bNdu3cUNjMLGhnCfo3C8YjvW5m2bYndgWo,9432.991,63.636364,44,84.14022,126.105225,31531.84,0,[],{},2024-11-17 01:26:04.000000
DHo9YZzTE1RjjwMdsKRHEPhuUdKZ53K4GwJFXw2E3APf,58794.5,76.68712,163,45.429222,597.6244,184899.7,0,[],{},2024-11-17 01:26:29.000000
498WRAGACcfGXFMQnMr62NwHLbweqmdaYy6g7iKWn8Rn,695.6683,73.52941,34,55.880108,18.305294,3185.2,0,[],{},2024-11-17 01:28:26.000000
5uDh9dRWaCpgiQGrUdh3yLQk7TPa1us2Xd4SB3Kh9SYE,19392.092,69.69697,33,33.59975,517.99744,79862.71,0,[],{},2024-11-17 01:39:55.000000
H2Cws9GaBi4FC78CHXFanKHLxhNXKnS1juRT1sK7S6fQ,7942.57,62.5,32,47.94384,258.84766,41075.07,0,[],{},2024-11-17 01:44:29.000000
EXZvLJD3AYGbxgnya4KAr9dwwPCm2LspKWGYmaCzyYLN,1736.027,77.27273,44,34.413967,57.32216,11824.71,0,[],{},2024-11-17 01:45:44.000000
BbFzxYvGdBC5MHrebyWs95e4r5PpHiELxeFJTLbxEpC3,92342.055,66.21622,148,55.075584,576.4488,204831.1,0,[],{},2024-11-17 01:49:29.000000
2R2wttCz6CNZqtaRRmLmma7yxFci9G1AqgDsxNb8eZua,12122.844,75.34247,73,59.165363,187.0731,50621.15,0,[],{},2024-11-17 01:56:50.000000
5jdyh4rPF6cuDQt3MEBHSBYDs1ciAMR7SAWLxcSh5SD2,38995.56,62.5,200,40.05297,375.9555,117601.73,0,[],{},2024-11-17 01:58:22.000000
4HMNMMPLLcm6qteBKJMgynhMtqXZtBFhVf5RXsi81SZb,28100.85,61.151077,139,43.192913,247.7076,85201.88,0,[],{},2024-11-17 02:01:27.000000
6a3z9hF5cQ8rUmTw9F7RDz6DGc73bK9KZkay7Mq58qzG,49425.758,63.18182,220,53.19189,261.9916,102449.33,0,[],{},2024-11-17 02:01:54.000000
xwSWMZgUswEkr3RFVm6BWbW1VJ1aLXEKtcPGzisEnmD,845.82526,63.88889,36,33.273518,37.00514,6215.28,0,[],{},2024-11-17 02:04:52.000000
4KzQRu6HGojBjtfGiu5A6B3QfbXjyBjbNa38BQtuYi2p,8723.747,75.0,72,43.333725,148.0679,39716.33,0,[],{},2024-11-17 02:06:16.000000
iqvcBYaKx4EN15RR3jRhzDEXVkWt7PwjmytpJ2whR2H,13631.054,81.25,32,81.81417,186.96735,33721.73,0,[],{},2024-11-17 02:08:02.000000
DdS2iVh4iJaCYxpARuKhf4PLCt9KvzT6unXeJUHSZqZx,10386.281,65.625,32,40.457447,524.1489,80662.72,0,[],{},2024-11-17 02:09:25.000000
AvRJk7hcMsyU8Zcmssarhj6AvyJ34zVHHJwaccb2VxH2,12618.549,63.47826,115,55.998386,137.0951,41150.18,0,[],{},2024-11-17 02:09:54.000000
4Q2ZVouuqyswxL5yxWXhhPCo34oXYHyBEFPNnKsQoTY2,1788.9484,62.5,32,29.04742,207.8122,22736.47,0,[],{},2024-11-17 02:11:13.000000
7uYB3N2SJFwKJH99hiFXGQNFeXQhpJZmiwujVyA3Syfc,19099.16,67.46032,126,43.93056,249.7085,68325.78,0,[],{},2024-11-17 02:11:15.000000
4rBHGYADbbwCwyJsPZL1eUFHrJidvyG7LJjTALVD4J4y,48974.656,76.0,250,30.995798,340.2642,109670.49,0,[],{},2024-11-17 02:11:52.000000
ErXRZWCwsXst8sLrctwm5sscp6uaZJdzZk6p9Py8KHHJ,13182.653,82.608696,46,36.104088,377.02164,81895.06,0,[],{},2024-11-17 02:16:42.000000
8o7pCu8qqpefPdrvAMYj2AvQutMSiBKEoeEtFEwfbzwF,25710.29,70.114944,87,31.73531,406.4591,104519.65,0,[],{},2024-11-17 02:25:29.000000
41yN5eQPbU3PpETXPZvdjDc122RecLu4UTXAM8uKuN9E,2355.8867,62.857143,35,31.08013,121.69071,19684.22,0,[],{},2024-11-17 02:26:45.000000
DF995ZqtLvchFmUoMTfYHoDvkjQhYpH1p6Y3ybat5sL1,5886.494,60.427807,187,34.55666,158.1664,45268.77,0,[],{},2024-11-17 02:34:56.000000
J5ZfkEuvUepCTtP6Wb8uRYu6fwhhJD77GD8hRk3wvG6F,18637.957,63.72549,102,30.201498,415.0852,104512.08,0,[],{},2024-11-17 02:40:42.000000
Bi2g8yJV54Wr6AsKED65mXd4Ndaybcrn2oMHAGjN6b5V,2037.157,79.81651,109,73.57784,13.8074,4696.76,0,[],{},2024-11-17 02:49:28.000000
5T2Qq8qXBtDzqBsVCGmUXqWz8BBsJs8giDgYMtxrpUbG,521.1045,63.636364,33,57.893883,13.635454,2320.98,0,[],{},2024-11-17 02:51:54.000000
85stePJfUSAAt42QtMPZewfae2m3PR4XUUeptppon7tA,6912.9824,62.295082,61,27.60999,203.7364,48088.84,0,[],{},2024-11-17 02:52:47.000000
GYPYoKyuV1GMDZt9J4pNsx3zjJUX1axgvdqxxyboTyyk,4507.8633,71.42857,91,28.87572,86.6666,22242.43,0,[],{},2024-11-17 02:55:27.000000
5kSaWKzVRHaGRnoRuXP6ZHmPVkLfVN7A4x9sEVYeHt5k,4388.667,84.53608,97,106.87383,23.2583,8424.91,0,[],{},2024-11-17 03:03:54.000000
8RY7woXXkeTcDz7jTG7EbwvCHC4iK2GmKrbP5CXPtA2c,29292.387,68.965515,58,48.788208,504.4091,134505.94,0,[],{},2024-11-17 03:05:26.000000
FpLrywy7zAXtXCEaN7GsdG31B5ZsGMLqfeMhVHRojrXx,2955.7107,61.29032,31,78.67695,59.449516,10271.76,0,[],{},2024-11-17 03:05:41.000000
9NP1j9QWQKTmfeqNaJLNa8c5gdZE3gDccXzWX4PSk2A2,4258.9985,67.391304,46,338.60278,14.12913,7001.79,0,[],{},2024-11-17 03:08:22.000000
2Paecg4gyUGcQNKxNHeQZb7SwmTyE83MFKfcQUVDFEWX,27547.695,67.07317,82,44.179127,247.3988,72333.07,0,[],{},2024-11-17 03:09:58.000000
EHCsYtsuMDEhkKMXMNBf5FT8UeaHgbp2UNFXLrLQ17C,3060.2263,62.650604,83,50.040035,38.3145,11333.28,0,[],{},2024-11-17 03:10:15.000000
5TCD5Qj8sT3iv5ch8q5ESXJRV2SiktGoVLumKmtwNW7D,2603.3577,85.29412,34,207.1611,16.236618,4495.83,0,[],{},2024-11-17 03:11:50.000000
GbSwPDhaoGaKHh1zzwwLzrGT6dMh6AuUtm7QPjniZx2L,32406.572,73.91304,46,126.2892,278.91696,83727.29,0,[],{},2024-11-17 03:14:18.000000
C65VxZqcVtDmAAmsVzGeBDGJWZnBtNS9VoVGaSw7hQYg,14655.437,64.19753,81,28.60835,293.964,69209.8,0,[],{},2024-11-17 03:15:58.000000
HqiPZBHkMzVQotpPvXkfajXNxRkKaSz1hEjj2ch24fYG,515.0353,69.23077,39,31.70112,15.53141,2806.95,0,[],{},2024-11-17 03:16:11.000000
E6Habmm5rjDVpDsCHHs5sFpDoNhnrZU1KDsRP5nEJfjQ,19660.057,80.24691,81,41.202755,288.1773,77527.76,0,[],{},2024-11-17 03:18:07.000000
99Et2yHerZyW6uMEyBwyeuDhcPzC5M9f7HouC4vE1Hvw,32385.666,67.64706,68,74.33547,318.9181,100327.37,0,[],{},2024-11-17 03:21:18.000000
CLZ4tCaVbwDV756tca5zGVv8mLh3wHyuMFBCrwSwmCn6,56254.082,67.391304,46,102.85203,583.3619,162538.6,0,[],{},2024-11-17 03:21:25.000000
HMeQepzCMn8p4AMjn24HUJXacqDFvs4atkoxautD77gR,411.97537,78.04878,41,64.40734,7.677073,1664.61,0,[],{},2024-11-17 03:26:48.000000
ESX797eWRB5pG2De6KRFoNsKA5ofDXfDhGW5X6SKht55,22700.928,70.70064,157,35.81811,259.3377,78573.78,0,[],{},2024-11-17 03:28:43.000000
BFXHfxtbHdLM3JwgHs5bL73zSFYA4uKQykf9q8REzSG2,4550.55,89.13043,46,77.98306,52.729565,13485.36,0,[],{},2024-11-17 03:30:03.000000
2zWeHtqxGFybWao9qv9hPbf28f9HX1iJYEZr4Q2Afard,5252.9717,60.65574,61,67.323044,54.4214,16659.9,0,[],{},2024-11-17 03:36:27.000000
B6QzP1J76Si5oEaTcy3bypuTVdV6Gt2ZMnVu9Au6ymwq,7600.425,71.73913,46,65.83453,125.4838,30689.46,0,[],{},2024-11-17 03:41:48.000000
HTTaB7ihFcEKEZKGTiGJX8E4KwWYPCxAfVpr7YaBLumg,12932.101,65.85366,41,41.27604,381.77402,75532.57,0,[],{},2024-11-17 03:48:23.000000
AyP4Ggi4TjYsdAbpkjwSgqS4dS3LPyG5hEaYCLhkCvrC,1672.2882,67.5,40,80.93498,27.217625,6117.23,0,[],{},2024-11-17 03:53:45.000000
Ge3ZsGV49W8ZwnHpPjVHU35LwWc2sd5s6nvzpm9HCWuC,7561.4717,62.19512,164,40.848747,67.5486,21814.48,0,[],{},2024-11-17 03:53:47.000000
PvP7d5zo8vzNc7KpzWpY7T5wNrdhmaSkztEpqV8on11,243.18736,90.15544,193,29.319206,1.2762,453.13,0,[],{},2024-11-17 03:54:17.000000
BQ5J9RFWWL5w6GxMRixFCyJEtoQu3B22rQTpEoYPRpHj,7867.393,97.05882,34,28.239954,172.8769,26831.05,0,[],{},2024-11-17 03:54:36.000000
3im7gzvjrK5XdUrtokSm3nC7GrF6yEaC1m8pEeyPfgcF,5794.05,63.636364,44,36.94281,183.14102,38186.68,0,[],{},2024-11-17 03:55:58.000000
8nHL9JCdDqmeK7BkhLqJ1WyqgedDfiKMZNokN6tmCTSX,2883.4387,70.27027,37,145.79103,23.752974,6078.32,0,[],{},2024-11-17 03:57:27.000000
EsCk2ewGL1tEnL3zzai7ZUbBjDyYDxYoumVcCYKf6no3,85036.08,77.862595,131,78.35369,592.6956,206196.47,0,[],{},2024-11-17 04:05:13.000000
EKSwWBE1DiGjn9tQ81iFesN9QWr2oJzBTBS7oNQBr7W8,444.10126,87.5,32,95.74472,8.334375,1577.62,0,[],{},2024-11-17 04:10:01.000000
GoZLUwiBUqJwKJjBa7BLEZBfpkAESbQzAtnX2Nx6k8zQ,4813.06,62.711864,59,25.224985,108.2022,25271.93,0,[],{},2024-11-17 04:19:34.000000
Ag2mxLSkvPH1CLtNADsLpe5rthSJpmVsW9DLeUNcTpNq,7032.653,68.75,64,31.464083,185.2522,47471.96,0,[],{},2024-11-17 04:27:27.000000
VhSMj64MYuQPN64YGHRdWSFaBTdSiYzwmPVp4KWjk4P,6597.966,73.333336,30,26.237104,433.71182,58873.05,0,[],{},2024-11-17 04:27:33.000000
C1usUeJZ81dZTn1h6Rzbq51x6atDaXXVng7FSMMrG1p6,12472.172,68.666664,150,37.052757,117.8229,36325.8,0,[],{},2024-11-17 04:32:10.000000
5TajzjLxBuDa7kii32uLwk2Y6ix2nviqX6k4Ee4a33ic,1235.3999,70.0,50,64.6945,17.483,4627.81,0,[],{},2024-11-17 04:35:12.000000
CXDxpgPirS7pg5oWy47MCBMTEp9CYfpkbmxpXg9WhXyW,4037.6165,60.526318,38,25.351273,209.55882,35890.59,0,[],{},2024-11-17 04:41:03.000000
7U3PEhgWtUJbLvRNqnrzcJVXahtEtPesCYRStnUd5h6f,9118.212,83.333336,30,132.2552,114.904,22906.63,0,[],{},2024-11-17 04:42:07.000000
9aSNk62TZAqsXB6bwhakzFaqK1wr4M8MtJnaNU53hKbL,141.23569,93.333336,30,34.74101,4.2838335,603.39,0,[],{},2024-11-17 04:55:36.000000
75zxYCteUfvg3a78YbdnZbfrgRfdLMyrcVtvsQ3Z6RRi,859.8721,72.72727,55,56.413197,13.1701,3588.64,0,[],{},2024-11-17 04:59:13.000000
qzstjgJgyxoFTrTf9fPesqTWFSncoieh8csvbZNyq5o,11684.515,67.2956,159,28.0556,251.6205,62411.87,0,[],{},2024-11-17 04:59:43.000000
J5GvtWEj3qA5BddnjGPGXfNbr68A3SVx4bbBT2oDS3x2,16655.79,69.76744,86,27.723434,366.9007,90176.48,0,[],{},2024-11-17 05:00:07.000000
3bwEKwVAkDNPpbepq2LDTyp18cwQc6yCz3pWmJjMTnQ8,914.2651,88.888885,36,135.63661,8.231527,1989.44,0,[],{},2024-11-17 05:03:34.000000
Hje4x1sjkEnYtCdwiC5xaiQjffpaLL9wkHFJReDxRX29,2251.9263,66.90647,139,43.105907,19.0147,5744.98,0,[],{},2024-11-17 05:04:10.000000
EYVhWiBY3avSwPBkkftA3aGn67wE6AZQg171Rge22dDx,470.1092,62.5,32,25.915854,17.149376,2479.57,0,[],{},2024-11-17 05:04:34.000000
9PE4a7Eq4KEscb2dGaDfk2oHgoR4GmT4J5MuJRwrXJAh,3974.3726,71.875,32,29.096243,275.195,40349.55,0,[],{},2024-11-17 05:09:51.000000
3uSX1HiCNGWeuaFoQg8tiUW9uemohcQTsramjkv1dLAA,16294.743,60.81081,74,42.07561,280.2317,70796.08,0,[],{},2024-11-17 05:10:18.000000
4Y1AyPZaK3nVTMgWZwEGGznocVte5XRSjPrcez3v9WA7,685.56354,60.9375,64,60.28986,14.045,3916.36,0,[],{},2024-11-17 05:11:20.000000
9zbdHUWQ3aXrnKVt9UJmQFaWoJ6GFJCcjyvKTRjB3u6F,33855.08,60.0,35,82.52676,586.0419,115901.01,0,[],{},2024-11-17 05:17:16.000000
9Y523uHaWeksTaX8FvnJJznpqoWj2iuJjmp8MmVGac5b,460.2372,60.416668,48,31.142118,48.300106,7829.58,0,[],{},2024-11-17 05:20:17.000000
JDex6J6pm5wrnY2JZDiz3ZgteeVH6D5apYjtRtfouwdS,8675.391,64.51613,31,106.13627,131.83467,25022.81,0,[],{},2024-11-17 05:22:24.000000
ByGTQFURvpFn5FLwK7wDp32ZnH9bozqAniGbTruxVEN,10581.757,74.28571,70,34.373955,185.1866,54124.95,0,[],{},2024-11-17 05:22:54.000000
CTtPTMJa5vyj3Vyn9wswfVn8h6c8x5wuVG7zUkdaNmPm,84.2975,65.0,40,35.21559,3.908625,735.63,0,[],{},2024-11-17 05:27:48.000000
2YXAqzwwx9roPnSwFpxcVPK1uZUrvf8HqKQwrDDAaJSc,7116.174,66.666664,48,29.649817,250.0049,55117.17,0,[],{},2024-11-17 05:29:25.000000
FHF1fFS6uLs8RNijiSbxfwNdaCGy7om6P8AmwcN8FP19,9376.878,67.96875,128,59.247047,87.9071,26408.47,0,[],{},2024-11-17 05:30:09.000000
2Dq9Mz8eEi3DvHyEatzgttrqN6UqQWJgynLQ1sc2ymuV,235.36853,62.22222,45,34.234283,6.551111,1381.07,0,[],{},2024-11-17 05:32:15.000000
8vys1QHhKnz9uXKgJ7KTzunBxchMyBUVUC34SqYyt2xk,1286.2592,60.416668,96,38.699734,13.4646,4296.65,0,[],{},2024-11-17 05:32:42.000000
55mX9tbeNC6UDo6KLknzgBq7kNVpH4SWKxsAcw6c3emR,504.57596,61.22449,49,60.48681,7.147347,1824.73,0,[],{},2024-11-17 05:33:26.000000
p9Watz4Ranwv8s7vCKKzM6tv2zV6nsJCRUdN1LDNHS2,236.32141,63.88889,36,40.123978,6.9670835,1204.62,0,[],{},2024-11-17 05:33:43.000000
6c89XC8HLw6MeD4aikw7SDePnr7Hnf4h45pZzMijHbYn,443.39636,62.162163,37,107.709076,5.558919,1266.0,0,[],{},2024-11-17 05:40:55.000000
EjteXLQjkH9yHgTCD4HpuTVLCZqfuM3hG5TuqHDYaQP9,24087.377,61.904762,63,153.88284,107.0764,46315.89,0,[],{},2024-11-17 05:40:58.000000
BP7c8q8dWFmDwo11inTW1iAXMnTpLHiPGU5iwiH1FWha,1737.7543,61.666668,60,41.629776,37.8376,9665.6,0,[],{},2024-11-17 05:43:58.000000
EACDyCYFBkN9NRqm2qnc6k1ZYHHeY8eeFEknNYiTgteS,7331.57,62.686565,67,32.16571,150.2656,39493.6,0,[],{},2024-11-17 05:53:38.000000
4wQZq81gRZVzeom7AR3YcZQkmhjtdu8GiXfG5iLjCfdL,7204.406,63.04348,46,46.4014,157.98576,35813.77,0,[],{},2024-11-17 06:01:26.000000
GgGyXmaPD4ct1KgxE9sRWd9hd1CbnxMzGDMKj1ARTQqL,10545.189,60.97561,41,25.30683,508.1605,93883.49,0,[],{},2024-11-17 06:03:27.000000
29JJhDdhR1P4Bj7ooZgwU5efCiPcbPh8LSV2RhsKEXvP,46941.926,75.34884,215,47.9603,422.458,131097.34,0,[],{},2024-11-17 06:06:18.000000
HwhsFzthkHvVVAos4s6JXJbiFDVjYu4cuSt3RXE6xpJW,827.0277,66.666664,30,76.38345,17.540333,2908.76,0,[],{},2024-11-17 06:18:17.000000
2a71T81HfwwPqrfVbxfkWRGVKCp2ykNp3AFr9Q4CtoPM,2014.7618,71.111115,45,90.62876,25.516333,6674.31,0,[],{},2024-11-17 06:20:37.000000
FBMgE9wQ7S4Z8y44heP2u4B7Am3Zk75dvfN9tNrpsWQv,37764.094,60.0,90,51.00475,448.6068,136198.55,0,[],{},2024-11-17 10:55:22.000000
3VJvobUn9jVnqNycBWeiqrrkk53QBo9K4HRYYAn4TCQL,8871.35,63.414635,41,45.43352,230.21695,46332.48,0,[],{},2024-11-17 11:03:19.000000
HpAZJSEVTiyErukPCeJXEqXZ7xDJCoS2L4TqsvXjUve5,501.01566,63.636364,33,28.663149,26.48212,3996.61,0,[],{},2024-11-17 11:26:25.000000
EAkH1X9X5U8GuF3ifrpakHCSZeeUyPpEa4d4wYy7zoqQ,1307.8649,60.309277,194,25.69985,17.0992,4991.29,0,[],{},2024-11-17 11:26:52.000000
E3dFAtposcYT746p33RwW9ZF3DiZzzoMRwGouzkCV7ZJ,102480.516,60.248447,322,50.223118,500.3682,208745.44,0,[],{},2024-11-17 11:26:53.000000
EVxKvcmikRUrss79hzt6HsoqvRr4Du4GfUJd58FenUjq,16189.228,63.636364,55,25.046864,542.7473,129989.3,0,[],{},2024-11-17 11:31:17.000000
CDDyr9TNL7Xd4rYXPR1BGcW1y22iP9nLQemEdjb9Zoae,11776.88,60.0,30,27.663979,413.75967,56518.91,0,[],{},2024-11-17 11:32:50.000000
ARyFbMpzYotZecZHSXQAcg9HvvrHbho5bzDXmSqTEegK,9284.193,75.0,32,73.708305,196.80812,34475.6,0,[],{},2024-11-17 11:33:09.000000
GQva3CGJNAiBxzPYjNaamHeyQ2shnCmPpwp2bbiRW9K,38461.34,64.51613,93,45.195866,462.2525,136016.66,0,[],{},2024-11-17 11:33:33.000000
HRZrRGs6Qby6sF9H5VdnYiDfMgGtXKv3Lf5nC47Qi7qy,19077.44,65.11628,43,137.09924,161.80058,46907.16,0,[],{},2024-11-17 11:44:33.000000
9rGrXYAWedaCyjFzu9ioeEUVRXA52VQ5UmGKSrCe7jv9,4396.1465,67.24138,58,42.43838,68.9458,18228.46,0,[],{},2024-11-17 11:44:59.000000
4tdoToKGSQAau29MfdSRf1jEXHZa5rLuP441HzD37TBk,1263.8384,66.666664,30,284.34467,7.018833,2040.11,0,[],{},2024-11-17 11:45:40.000000
6M55sE9UwqMqn1GYdR6keBXcFUnu3HWBBk7RRYKpqw4W,4445.6143,60.60606,33,30.354877,241.87515,36773.36,0,[],{},2024-11-17 11:47:42.000000
2E1gsskLnFNVemdVzTbvtU9GUNxz8o1jV946g7SM6F2C,3809.07,65.625,32,60.85006,68.7325,11474.55,0,[],{},2024-11-17 11:54:56.000000
9nWzyceNzazVEM76sSozYsSvXQY5ai5AZTsv4uXhraLL,1013.8191,67.64706,34,25.57711,34.204704,5246.72,0,[],{},2024-11-17 12:16:53.000000
F4YLMRwTRwpPcxiwpMnrS9p7GQ4sg17Ko8pdKJjL4ngu,5692.487,95.0,60,42.138157,142.977,35852.02,0,[],{},2024-11-17 12:25:03.000000
2sgZhwG7jVPLyqsTb2TUYbfzH3eePBCUHDZmRr6FMMzd,14281.196,70.0,30,57.431637,414.43866,64013.81,0,[],{},2024-11-17 12:27:25.000000
HSnaVRcGxmG4nHP1eHECpyUYtoCQvPvtELfHjEFt4VQd,39294.754,78.87324,213,25.277792,534.272,139977.62,0,[],{},2024-11-17 12:38:27.000000
81UaNsNKYZnJiQty95yjkm9LoZWU68muYvtNa1DvcuUk,583.94403,61.403507,57,51.230915,9.8295,2632.35,0,[],{},2024-11-17 12:43:00.000000
6LQeKhBi2SxeFcseVoPVM9ARZQpYwSXEWnToRx3LptGu,446.42712,62.162163,37,28.103895,15.515676,2619.05,0,[],{},2024-11-17 13:08:46.000000
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk,78777.37,60.33898,295,41.19748,433.8908,170735.83,0,[],{},2024-11-17 13:53:21.000000
7vcwzmVGrPRiWdD7UzoxRyxkApHnShH6moCgaVyu9jKp,647.82935,93.548386,31,133.07812,7.593871,1568.37,0,[],{},2024-11-17 15:34:44.000000
Gp8LNqJLqDC7udKjateiAw82tM3859m95s454GzZqvKX,68555.71,60.0,375,45.127907,317.8262,126146.57,0,[],{},2024-11-17 15:46:25.000000
DYkCuUnGEDuogg9f5sTiuj2TfGsHJ5RZkmfmqc4J4QUP,7323.674,80.0,30,155.68608,66.0425,14094.53,0,[],{},2024-11-17 15:47:30.000000
EVHAQFxz5iMtDGJHRyDVReZBVf3TKATsQ66DXgxeMC1f,23455.236,66.666664,30,145.8385,267.976,55605.98,0,[],{},2024-11-17 15:54:28.000000
F16AqHu2UVXvFu7FW86ARMCVTuM3r2ZESFz44QsxqT5t,725.3066,61.29032,62,28.794743,23.7175,5774.95,0,[],{},2024-11-17 17:01:54.000000
HMBn8HQ5TNMXGKTokyALZpNwn2ouBktUQhs4NWz5H2BE,11692.733,61.11111,72,60.997562,153.1378,42951.5,0,[],{},2024-11-17 17:11:20.000000
5L3BBmqVSvRm98BpgpiaQgmMMEPLYEmx7UkbTuAT5tzN,21612.465,60.0,55,26.35861,565.7391,133603.55,0,[],{},2024-11-17 17:14:36.000000
56reiMKnEe7gDhME85fXDbYop3mYKr1eYdYAafLMPeJa,6621.324,60.0,30,58.52578,179.915,27907.68,0,[],{},2024-11-17 17:14:42.000000
9uyKvSYvknVEq1sNsLnQpajve2o3eTopYuFLaa23H8dA,2328.078,64.03509,114,26.046339,60.2591,15221.04,0,[],{},2024-11-17 17:22:23.000000
FDDRiGnkSQhetCcr6toDgT7EFfkJopAdENucSwyjbgNw,6956.061,66.666664,33,28.399685,371.1103,55942.63,0,[],{},2024-11-17 17:32:03.000000
AwYUUdYagZ64rdT7YsEz26AfAKQo2GoSh75kivgAFRuF,5924.5405,63.076923,65,30.886038,121.0718,31852.56,0,[],{},2024-11-17 17:32:11.000000
Ce7WxGAU8tt5jvNyM3ku8eZJxcEnDeHETHM995V76gn,2509.4634,66.666664,30,34.30376,101.36417,14250.04,0,[],{},2024-11-17 17:38:19.000000
D18EmaqFyXJ35GA9XP41qecF72JsyJNo6ZtrTDfi5xGH,37577.72,78.947365,76,41.34605,536.8675,160678.4,0,[],{},2024-11-17 17:43:24.000000
FEYmfSL4B3Hhk5BzyEJNpHRiwAoMvzdNe2oa1UTKmbYT,5137.7056,76.78571,56,31.869717,137.2698,33153.48,0,[],{},2024-11-17 17:46:48.000000
CZLPaEtFebA54nzDQFkZ7pBFoJmT2RP6WyU9C189Ntw5,562.8987,60.0,70,41.04969,8.2731,2241.2,0,[],{},2024-11-17 17:49:53.000000
4nXMHgVp4BXCH7vtnPQmQsXSK7biju5p9wMygqTBzqix,10426.686,70.0,30,147.7229,117.63533,24542.95,0,[],{},2024-11-17 18:15:14.000000
7xkN5fNu4iWkg7RwvW6x57aZvgGCosTdbQ1C15iUkm8K,138.93367,72.5,40,27.481764,5.6615,1030.36,0,[],{},2024-11-17 18:16:27.000000
FPZd4siSsBSwsWXyxYhaQ6aZniotHNLG4e5ifEbxidvh,617.5014,62.5,32,71.917366,13.413593,2334.44,0,[],{},2024-11-17 19:02:24.000000
DFDuMP8o4S1B677KhR3j9Jzzz2yGwHGEzAPJ6Aevujyx,24121.791,62.406013,133,31.824728,304.1715,91766.76,0,[],{},2024-11-17 21:17:36.000000
XHjnThNqHtpkPbKzyG2iDwhPDsFiEoftSCVXwu26uGe,63976.027,64.42049,371,26.51876,513.8384,160855.67,0,[],{},2024-11-17 21:19:01.000000
HmEZKQafMaykxDVt755h2AsXG9CKfDcfvPkhpAzpcQXa,12666.219,63.333332,30,146.93295,143.67117,29906.74,0,[],{},2024-11-17 21:40:06.000000
7tTb8GaUguDwqN3yo5xaAGrcu2HMCJawTna4NnYpq9e9,13282.364,63.865547,119,25.857498,219.7243,58230.78,0,[],{},2024-11-17 22:06:44.000000
HUNeYUGpRGPeW2WJPbKCn5eABrGquJXccDdxWwzMh4Vb,16202.633,61.85567,97,37.472485,222.6775,63143.75,0,[],{},2024-11-17 22:56:39.000000
devXtBihw3pXEvx6byAV7nuGhJVU7jcARLSVW2h9Yq3,310.09616,61.666668,120,28.695328,5.0833,1426.19,0,[],{},2024-11-17 23:07:00.000000
CWwLw55SwUtLWU1X9t6UsDvbMvUvEuWapSMNpZ9rhhHc,2316.642,71.79487,78,38.01877,23.0571,6579.01,0,[],{},2024-11-17 23:11:32.000000
3Vs9BTM11BBu8tPLaR8fpfKVJdgBKxsHydnaDUunGipS,7697.9395,63.333332,30,44.734627,171.47583,25179.77,0,[],{},2024-11-17 23:31:01.000000
